none_Latitude_ok,none_Longitude_ok,none_PointOrder_ok,none_PolygonID_ok
45.564644,-122.211662,148,31268
45.564644,-122.211662,148,31268
45.564644,-122.211662,148,31268
45.564644,-122.211662,148,31268
45.606438,-121.176262,141,31268
45.606438,-121.176262,141,31268
45.606438,-121.176262,141,31268
45.606438,-121.176262,141,31268
45.612869,-122.645943,149,31268
45.612869,-122.645943,149,31268
45.612869,-122.645943,149,31268
45.612869,-122.645943,149,31268
45.643894,-120.907623,139,31268
45.643894,-120.907623,139,31268
45.643894,-120.907623,139,31268
45.643894,-120.907623,139,31268
45.653786,-121.079018,140,31268
45.653786,-121.079018,140,31268
45.653786,-121.079018,140,31268
45.653786,-121.079018,140,31268
45.657993,-121.905197,147,31268
45.657993,-121.905197,147,31268
45.657993,-121.905197,147,31268
45.657993,-121.905197,147,31268
45.671875,-121.216667,142,31268
45.671875,-121.216667,142,31268
45.671875,-121.216667,142,31268
45.671875,-121.216667,142,31268
45.683601,-122.768173,150,31268
45.683601,-122.768173,150,31268
45.683601,-122.768173,150,31268
45.683601,-122.768173,150,31268
45.69286,-121.411148,144,31268
45.69286,-121.411148,144,31268
45.69286,-121.411148,144,31268
45.69286,-121.411148,144,31268
45.69709,-120.492027,137,31268
45.69709,-120.492027,137,31268
45.69709,-120.492027,137,31268
45.69709,-120.492027,137,31268
45.706547,-121.34549,143,31268
45.706547,-121.34549,143,31268
45.706547,-121.34549,143,31268
45.706547,-121.34549,143,31268
45.709064,-121.80912,146,31268
45.709064,-121.80912,146,31268
45.709064,-121.80912,146,31268
45.709064,-121.80912,146,31268
45.726215,-121.542053,145,31268
45.726215,-121.542053,145,31268
45.726215,-121.542053,145,31268
45.726215,-121.542053,145,31268
45.730804,-120.200493,136,31268
45.730804,-120.200493,136,31268
45.730804,-120.200493,136,31268
45.730804,-120.200493,136,31268
45.747795,-120.630989,138,31268
45.747795,-120.630989,138,31268
45.747795,-120.630989,138,31268
45.747795,-120.630989,138,31268
45.768845,-122.758667,151,31268
45.768845,-122.758667,151,31268
45.768845,-122.758667,151,31268
45.768845,-122.758667,151,31268
45.815022,-122.78833,152,31268
45.815022,-122.78833,152,31268
45.815022,-122.78833,152,31268
45.815022,-122.78833,152,31268
45.825275,-119.977989,135,31268
45.825275,-119.977989,135,31268
45.825275,-119.977989,135,31268
45.825275,-119.977989,135,31268
45.857174,-119.676491,134,31268
45.857174,-119.676491,134,31268
45.857174,-119.676491,134,31268
45.857174,-119.676491,134,31268
45.871941,-122.777863,153,31268
45.871941,-122.777863,153,31268
45.871941,-122.777863,153,31268
45.871941,-122.777863,153,31268
45.905449,-119.505859,132,31268
45.905449,-119.505859,132,31268
45.905449,-119.505859,132,31268
45.905449,-119.505859,132,31268
45.909477,-122.804657,154,31268
45.909477,-122.804657,154,31268
45.909477,-122.804657,154,31268
45.909477,-122.804657,154,31268
45.925632,-119.577507,133,31268
45.925632,-119.577507,133,31268
45.925632,-119.577507,133,31268
45.925632,-119.577507,133,31268
45.926514,-119.18499,131,31268
45.926514,-119.18499,131,31268
45.926514,-119.18499,131,31268
45.926514,-119.18499,131,31268
45.950546,-122.785141,155,31268
45.950546,-122.785141,155,31268
45.950546,-122.785141,155,31268
45.950546,-122.785141,155,31268
45.99696,-117.353394,125,31268
45.99696,-117.353394,125,31268
45.99696,-117.353394,125,31268
45.99696,-117.353394,125,31268
45.997227,-116.912514,124,31268
45.997227,-116.912514,124,31268
45.997227,-116.912514,124,31268
45.997227,-116.912514,124,31268
46.000217,-117.602882,126,31268
46.000217,-117.602882,126,31268
46.000217,-117.602882,126,31268
46.000217,-117.602882,126,31268
46.002079,-117.898941,127,31268
46.002079,-117.898941,127,31268
46.002079,-117.898941,127,31268
46.002079,-117.898941,127,31268
46.00275,-118.25531,128,31268
46.00275,-118.25531,128,31268
46.00275,-118.25531,128,31268
46.00275,-118.25531,128,31268
46.00362,-118.985657,130,31268
46.00362,-118.985657,130,31268
46.00362,-118.985657,130,31268
46.00362,-118.985657,130,31268
46.003773,-118.592552,129,31268
46.003773,-118.592552,129,31268
46.003773,-118.592552,129,31268
46.003773,-118.592552,129,31268
46.051224,-122.867943,156,31268
46.051224,-122.867943,156,31268
46.051224,-122.867943,156,31268
46.051224,-122.867943,156,31268
46.098869,-122.918839,159,31268
46.098869,-122.918839,159,31268
46.098869,-122.918839,159,31268
46.098869,-122.918839,159,31268
46.099514,-122.908363,157,31268
46.099514,-122.908363,157,31268
46.099514,-122.908363,157,31268
46.099514,-122.908363,157,31268
46.100338,-122.939217,161,31268
46.100338,-122.939217,161,31268
46.100338,-122.939217,161,31268
46.100338,-122.939217,161,31268
46.103443,-122.893417,158,31268
46.103443,-122.893417,158,31268
46.103443,-122.893417,158,31268
46.103443,-122.893417,158,31268
46.104633,-122.903954,160,31268
46.104633,-122.903954,160,31268
46.104633,-122.903954,160,31268
46.104633,-122.903954,160,31268
46.151913,-123.283234,164,31268
46.151913,-123.283234,164,31268
46.151913,-123.283234,164,31268
46.151913,-123.283234,164,31268
46.166191,-123.044762,162,31268
46.166191,-123.044762,162,31268
46.166191,-123.044762,162,31268
46.166191,-123.044762,162,31268
46.193779,-123.159477,163,31268
46.193779,-123.159477,163,31268
46.193779,-123.159477,163,31268
46.193779,-123.159477,163,31268
46.243546,-123.871696,170,31268
46.243546,-123.871696,170,31268
46.243546,-123.871696,170,31268
46.243546,-123.871696,170,31268
46.268749,-123.457199,165,31268
46.268749,-123.457199,165,31268
46.268749,-123.457199,165,31268
46.268749,-123.457199,165,31268
46.272934,-123.678436,166,31268
46.272934,-123.678436,166,31268
46.272934,-123.678436,166,31268
46.272934,-123.678436,166,31268
46.27383,-124.03315,173,31268
46.27383,-124.03315,173,31268
46.27383,-124.03315,173,31268
46.27383,-124.03315,173,31268
46.274673,-124.088463,174,31268
46.274673,-124.088463,174,31268
46.274673,-124.088463,174,31268
46.274673,-124.088463,174,31268
46.27562,-123.758842,168,31268
46.27562,-123.758842,168,31268
46.27562,-123.758842,168,31268
46.27562,-123.758842,168,31268
46.285564,-123.802773,169,31268
46.285564,-123.802773,169,31268
46.285564,-123.802773,169,31268
46.285564,-123.802773,169,31268
46.300442,-124.049713,172,31268
46.300442,-124.049713,172,31268
46.300442,-124.049713,172,31268
46.300442,-124.049713,172,31268
46.307896,-124.062607,175,31268
46.307896,-124.062607,175,31268
46.307896,-124.062607,175,31268
46.307896,-124.062607,175,31268
46.311848,-123.680313,167,31268
46.311848,-123.680313,167,31268
46.311848,-123.680313,167,31268
46.311848,-123.680313,167,31268
46.317387,-124.01506,171,31268
46.317387,-124.01506,171,31268
46.317387,-124.01506,171,31268
46.317387,-124.01506,171,31268
46.362865,-117.060547,123,31268
46.362865,-117.060547,123,31268
46.362865,-117.060547,123,31268
46.362865,-117.060547,123,31268
46.371731,-123.951393,182,31268
46.371731,-123.951393,182,31268
46.371731,-123.951393,182,31268
46.371731,-123.951393,182,31268
46.382481,-124.015228,181,31268
46.382481,-124.015228,181,31268
46.382481,-124.015228,181,31268
46.382481,-124.015228,181,31268
46.391457,-123.84037,184,31268
46.391457,-123.84037,184,31268
46.391457,-123.84037,184,31268
46.391457,-123.84037,184,31268
46.458321,-123.936127,183,31268
46.458321,-123.936127,183,31268
46.458321,-123.936127,183,31268
46.458321,-123.936127,183,31268
46.489296,-123.944344,185,31268
46.489296,-123.944344,185,31268
46.489296,-123.944344,185,31268
46.489296,-123.944344,185,31268
46.506046,-123.898338,186,31268
46.506046,-123.898338,186,31268
46.506046,-123.898338,186,31268
46.506046,-123.898338,186,31268
46.548775,-123.895264,187,31268
46.548775,-123.895264,187,31268
46.548775,-123.895264,187,31268
46.548775,-123.895264,187,31268
46.58857,-124.026894,180,31268
46.58857,-124.026894,180,31268
46.58857,-124.026894,180,31268
46.58857,-124.026894,180,31268
46.60302,-123.89077,189,31268
46.60302,-123.89077,189,31268
46.60302,-123.89077,189,31268
46.60302,-123.89077,189,31268
46.615391,-123.909927,190,31268
46.615391,-123.909927,190,31268
46.615391,-123.909927,190,31268
46.615391,-123.909927,190,31268
46.620537,-124.050423,179,31268
46.620537,-124.050423,179,31268
46.620537,-124.050423,179,31268
46.620537,-124.050423,179,31268
46.627201,-123.933029,191,31268
46.627201,-123.933029,191,31268
46.627201,-123.933029,191,31268
46.627201,-123.933029,191,31268
46.628956,-123.917908,192,31268
46.628956,-123.917908,192,31268
46.628956,-123.917908,192,31268
46.628956,-123.917908,192,31268
46.6339,-124.03064,178,31268
46.6339,-124.03064,178,31268
46.6339,-124.03064,178,31268
46.6339,-124.03064,178,31268
46.636181,-124.06649,176,31268
46.636181,-124.06649,176,31268
46.636181,-124.06649,176,31268
46.636181,-124.06649,176,31268
46.637993,-123.96006,188,31268
46.637993,-123.96006,188,31268
46.637993,-123.96006,188,31268
46.637993,-123.96006,188,31268
46.641701,-123.940407,193,31268
46.641701,-123.940407,193,31268
46.641701,-123.940407,193,31268
46.641701,-123.940407,193,31268
46.643974,-124.049049,177,31268
46.643974,-124.049049,177,31268
46.643974,-124.049049,177,31268
46.643974,-124.049049,177,31268
46.667305,-123.7948,196,31268
46.667305,-123.7948,196,31268
46.667305,-123.7948,196,31268
46.667305,-123.7948,196,31268
46.668438,-123.804787,198,31268
46.668438,-123.804787,198,31268
46.668438,-123.804787,198,31268
46.668438,-123.804787,198,31268
46.668739,-123.811417,195,31268
46.668739,-123.811417,195,31268
46.668739,-123.811417,195,31268
46.668739,-123.811417,195,31268
46.679455,-123.766281,197,31268
46.679455,-123.766281,197,31268
46.679455,-123.766281,197,31268
46.679455,-123.766281,197,31268
46.704063,-123.849617,194,31268
46.704063,-123.849617,194,31268
46.704063,-123.849617,194,31268
46.704063,-123.849617,194,31268
46.704853,-123.965569,205,31268
46.704853,-123.965569,205,31268
46.704853,-123.965569,205,31268
46.704853,-123.965569,205,31268
46.715229,-123.97274,203,31268
46.715229,-123.97274,203,31268
46.715229,-123.97274,203,31268
46.715229,-123.97274,203,31268
46.715687,-123.990646,204,31268
46.715687,-123.990646,204,31268
46.715687,-123.990646,204,31268
46.715687,-123.990646,204,31268
46.716301,-124.038383,207,31268
46.716301,-124.038383,207,31268
46.716301,-124.038383,207,31268
46.716301,-124.038383,207,31268
46.717251,-123.835716,199,31268
46.717251,-123.835716,199,31268
46.717251,-123.835716,199,31268
46.717251,-123.835716,199,31268
46.724937,-123.987823,202,31268
46.724937,-123.987823,202,31268
46.724937,-123.987823,202,31268
46.724937,-123.987823,202,31268
46.728184,-124.040337,206,31268
46.728184,-124.040337,206,31268
46.728184,-124.040337,206,31268
46.728184,-124.040337,206,31268
46.72823,-123.911797,201,31268
46.72823,-123.911797,201,31268
46.72823,-123.911797,201,31268
46.72823,-123.911797,201,31268
46.729946,-124.096092,208,31268
46.729946,-124.096092,208,31268
46.729946,-124.096092,208,31268
46.729946,-124.096092,208,31268
46.747616,-123.907509,200,31268
46.747616,-123.907509,200,31268
46.747616,-123.907509,200,31268
46.747616,-123.907509,200,31268
46.831959,-124.02137,215,31268
46.831959,-124.02137,215,31268
46.831959,-124.02137,215,31268
46.831959,-124.02137,215,31268
46.842594,-124.071716,213,31268
46.842594,-124.071716,213,31268
46.842594,-124.071716,213,31268
46.842594,-124.071716,213,31268
46.858475,-124.061302,212,31268
46.858475,-124.061302,212,31268
46.858475,-124.061302,212,31268
46.858475,-124.061302,212,31268
46.858479,-124.043373,214,31268
46.858479,-124.043373,214,31268
46.858479,-124.043373,214,31268
46.858479,-124.043373,214,31268
46.859718,-117.040131,122,31268
46.859718,-117.040131,122,31268
46.859718,-117.040131,122,31268
46.859718,-117.040131,122,31268
46.862202,-124.041588,216,31268
46.862202,-124.041588,216,31268
46.862202,-124.041588,216,31268
46.862202,-124.041588,216,31268
46.863842,-124.066902,218,31268
46.863842,-124.066902,218,31268
46.863842,-124.066902,218,31268
46.863842,-124.066902,218,31268
46.871613,-124.01487,217,31268
46.871613,-124.01487,217,31268
46.871613,-124.01487,217,31268
46.871613,-124.01487,217,31268
46.882679,-124.101791,211,31268
46.882679,-124.101791,211,31268
46.882679,-124.101791,211,31268
46.882679,-124.101791,211,31268
46.895775,-123.985603,220,31268
46.895775,-123.985603,220,31268
46.895775,-123.985603,220,31268
46.895775,-123.985603,220,31268
46.896763,-124.089951,210,31268
46.896763,-124.089951,210,31268
46.896763,-124.089951,210,31268
46.896763,-124.089951,210,31268
46.898071,-124.039543,219,31268
46.898071,-124.039543,219,31268
46.898071,-124.039543,219,31268
46.898071,-124.039543,219,31268
46.906498,-124.138977,209,31268
46.906498,-124.138977,209,31268
46.906498,-124.138977,209,31268
46.906498,-124.138977,209,31268
46.92326,-123.988388,221,31268
46.92326,-123.988388,221,31268
46.92326,-123.988388,221,31268
46.92326,-123.988388,221,31268
46.927639,-124.172707,230,31268
46.927639,-124.172707,230,31268
46.927639,-124.172707,230,31268
46.927639,-124.172707,230,31268
46.952248,-124.12822,229,31268
46.952248,-124.12822,229,31268
46.952248,-124.12822,229,31268
